InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice
INV105734,PHONEC439,Phone Charger,1,2023-04-18 06:06:36,26.65,C2702,United Kingdom,26.65
INV105735,TSHIRT438,Company T-Shirt,1,2020-03-09 04:44:06,31.37,C1254,United Kingdom,31.37
INV105736,BAG992,Reusable Bag,1,2023-01-08 11:47:11,9.7,C2765,United Kingdom,9.7
INV105737,BOOK995,Technical Book,5,2020-12-19 13:42:14,14.39,C2004,USA,71.95
INV105738,NOTE878,Notebook A4,2,2023-07-12 14:58:26,28.03,C2053,USA,56.06
INV105739,TSHIRT876,Company T-Shirt,1,2023-03-19 08:54:06,22.58,C2059,Spain,22.58
INV105740,PHONEC300,Phone Charger,3,2020-04-16 14:01:50,34.34,C2760,France,103.02000000000001
INV105741,BAG122,Reusable Bag,1,2020-02-08 03:04:46,38.88,C1718,United Kingdom,38.88
INV105742,MUG691,Coffee Mug,2,2022-06-18 19:59:54,36.47,C2741,Belgium,72.94
INV105743,NOTE313,Notebook A4,-3,2023-06-04 23:36:43,34.12,C1682,United Kingdom,-102.35999999999999
INV105744,PHONEC989,Phone Charger,3,2022-01-25 05:22:03,25.45,C1602,United Kingdom,76.35
INV105745,HEADPH485,Headphones,1,2021-12-18 19:05:05,32.98,C2002,Canada,32.98
INV105746,BAG524,Reusable Bag,1,2022-03-04 11:55:32,21.68,C1099,United Kingdom,21.68
INV105747,BAG359,Reusable Bag,1,2022-05-15 07:51:03,19.25,C2936,United Kingdom,19.25
INV105748,BAG364,Reusable Bag,2,2023-07-11 21:40:05,6.24,C1576,United Kingdom,12.48
INV105749,LAMP338,Desk Lamp,4,2022-02-12 08:54:20,28.81,C2599,Canada,115.24
INV105750,MUG479,Coffee Mug,3,2021-02-05 08:05:43,19.73,C1147,France,59.19
INV105751,NOTE559,Notebook A4,1,2022-09-03 01:44:27,11.21,C1863,United Kingdom,11.21
INV105752,NOTE386,Notebook A4,2,2022-07-03 10:58:32,6.92,C2716,United Kingdom,13.84
INV105753,HEADPH791,Headphones,2,2022-05-26 06:18:03,9.84,C1944,United Kingdom,19.68
INV105754,BOOK555,Technical Book,4,2021-05-16 14:17:14,12.32,C1278,Netherlands,49.28
INV105755,PEN667,"Pen, Blue Ink",3,2022-11-09 22:21:51,27.17,C2426,United Kingdom,81.51
INV105756,HEADPH902,Headphones,2,2022-10-12 09:38:49,22.21,C2239,United Kingdom,44.42
INV105757,USB800,Usb Flash Drive,4,2023-06-09 09:55:32,41.55,C2583,France,166.2
INV105758,TSHIRT241,Company T-Shirt,3,2022-10-25 12:10:15,24.19,C1490,France,72.57000000000001
INV105759,BAG906,Reusable Bag,3,2022-07-02 16:44:13,21.99,C2737,United Kingdom,65.97
INV105760,PEN498,"Pen, Blue Ink",1,2021-05-06 17:20:16,46.11,C2691,France,46.11
INV105761,HEADPH371,Headphones,4,2021-07-30 00:54:39,17.62,C2141,United Kingdom,70.48
INV105762,HEADPH463,Headphones,1,2022-05-12 17:00:42,41.69,C1046,United Kingdom,41.69
INV105763,HEADPH405,Headphones,1,2021-12-19 07:16:17,15.71,C2222,United Kingdom,15.71
INV105764,HEADPH895,Headphones,3,2021-03-01 23:43:44,11.43,C1649,France,34.29
INV105765,LAMP758,Desk Lamp,4,2020-04-29 01:10:36,41.03,C2273,United Kingdom,164.12
INV105766,TSHIRT481,Company T-Shirt,1,2020-03-09 14:53:33,14.56,C2169,United Kingdom,14.56
INV105767,PHONEC862,Phone Charger,2,2020-11-03 08:49:01,4.9,C2486,United Kingdom,9.8
INV105768,USB919,Usb Flash Drive,3,2021-05-15 19:07:36,39.28,C1539,United Kingdom,117.84
INV105769,BOOK450,Technical Book,2,2022-01-18 08:57:23,55.77,C2345,United Kingdom,111.54
INV105770,BAG521,Reusable Bag,3,2023-10-18 04:44:16,5.77,C2871,United Kingdom,17.31
INV105771,PEN577,"Pen, Blue Ink",2,2020-03-16 09:28:28,23.56,C1065,Germany,47.12
INV105772,NOTE853,Notebook A4,3,2020-05-23 02:10:55,4.28,C2168,United Kingdom,12.84
INV105773,LAMP944,Desk Lamp,1,2023-09-25 13:10:05,24.66,C1630,Belgium,24.66
INV105774,LAMP613,Desk Lamp,1,2023-11-12 21:46:01,29.62,C1161,Spain,29.62
INV105775,BOOK188,Technical Book,4,2021-10-05 02:55:31,28.35,C2506,Germany,113.4
INV105776,USB866,Usb Flash Drive,1,2022-10-25 07:49:45,39.63,C2398,Spain,39.63
INV105777,TSHIRT178,Company T-Shirt,2,2022-04-02 15:31:27,48.63,C2612,Germany,97.26
INV105778,HEADPH195,Headphones,1,2022-07-07 15:28:32,11.82,C1627,Belgium,11.82
INV105779,BOOK784,Technical Book,-2,2022-11-12 17:43:33,24.42,C2564,USA,-48.84
INV105780,HEADPH509,Headphones,2,2023-04-10 14:59:10,43.99,C2475,Netherlands,87.98
INV105781,BOOK825,Technical Book,2,2023-01-26 05:21:41,1.39,C2758,United Kingdom,2.78
INV105782,USB477,Usb Flash Drive,3,2023-12-29 04:50:54,16.8,C2516,Spain,50.400000000000006
INV105783,LAMP639,Desk Lamp,1,2022-02-06 00:36:38,29.41,C2229,United Kingdom,29.41
INV105784,TSHIRT808,Company T-Shirt,2,2020-12-02 08:28:16,4.42,C1138,United Kingdom,8.84
INV105785,MUG608,Coffee Mug,3,2023-03-22 06:46:10,30.43,C2495,Netherlands,91.28999999999999
INV105786,PEN958,"Pen, Blue Ink",3,2021-10-08 10:07:49,29.27,C1585,United Kingdom,87.81
INV105787,LAMP278,Desk Lamp,1,2022-12-31 15:22:35,34.51,C1495,United Kingdom,34.51
INV105788,TSHIRT168,Company T-Shirt,3,2020-04-22 12:54:32,39.14,C1137,Netherlands,117.42
INV105789,PHONEC133,Phone Charger,1,2022-03-06 13:41:35,25.87,C1180,United Kingdom,25.87
INV105790,HEADPH665,Headphones,4,2021-05-13 07:45:46,15.62,C1629,United Kingdom,62.48
INV105791,TSHIRT447,Company T-Shirt,1,2022-07-18 18:13:00,13.5,C1184,United Kingdom,13.5
INV105792,TSHIRT102,Company T-Shirt,2,2021-09-11 04:40:03,33.34,C1932,Australia,66.68
INV105793,TSHIRT117,Company T-Shirt,1,2021-07-31 03:45:15,56.52,C2240,Canada,56.52
INV105794,MUG592,Coffee Mug,3,2021-04-07 18:22:12,11.37,C2528,USA,34.11
INV105795,USB865,Usb Flash Drive,2,2020-06-17 19:33:41,38.9,C2716,United Kingdom,77.8
INV105796,BOOK987,Technical Book,1,2022-04-27 11:17:24,34.37,C2545,France,34.37
INV105797,TSHIRT192,Company T-Shirt,1,2020-07-14 07:25:10,7.4,C1981,USA,7.4
INV105798,USB790,Usb Flash Drive,6,2020-06-05 18:24:14,24.89,C2881,Canada,149.34
INV105799,USB300,Usb Flash Drive,1,2022-11-18 13:36:46,42.79,C1289,Germany,42.79
INV105800,BOOK934,Technical Book,3,2021-10-13 19:27:39,7.0,C2934,Netherlands,21.0
INV105801,LAMP473,Desk Lamp,1,2022-12-15 19:35:12,5.35,C1430,United Kingdom,5.35
INV105802,NOTE716,Notebook A4,1,2022-09-28 20:02:19,34.54,C2420,United Kingdom,34.54
INV105803,LAMP928,Desk Lamp,1,2023-06-23 02:06:27,5.56,C2795,United Kingdom,5.56
INV105804,NOTE484,Notebook A4,1,2020-12-15 20:10:13,24.7,C1621,United Kingdom,24.7
INV105805,PHONEC571,Phone Charger,4,2020-08-14 13:43:06,13.51,C2654,United Kingdom,54.04
INV105806,MUG310,Coffee Mug,1,2021-03-16 19:35:21,11.59,C2271,Canada,11.59
INV105807,LAMP645,Desk Lamp,1,2021-03-27 11:19:29,31.31,C1198,Canada,31.31
INV105808,NOTE849,Notebook A4,1,2023-01-26 01:29:40,2.19,C2171,Australia,2.19
INV105809,PHONEC986,Phone Charger,2,2020-05-13 09:24:02,25.55,C1401,Canada,51.1
INV105810,MUG936,Coffee Mug,2,2023-12-11 22:05:21,21.94,C1530,USA,43.88
INV105811,MUG997,Coffee Mug,1,2020-07-29 22:08:46,27.73,C2873,USA,27.73
INV105812,BAG853,Reusable Bag,1,2020-04-16 21:23:41,17.8,C1948,Canada,17.8
INV105813,NOTE258,Notebook A4,2,2022-11-20 11:26:48,25.05,C1355,Spain,50.1
INV105814,TSHIRT402,Company T-Shirt,4,2020-07-04 03:10:23,19.63,C1395,Australia,78.52
INV105815,BAG440,Reusable Bag,1,2021-05-25 03:03:10,25.15,C1180,United Kingdom,25.15
INV105816,USB164,Usb Flash Drive,1,2021-02-04 01:57:54,9.85,C1729,United Kingdom,9.85
INV105817,BAG403,Reusable Bag,2,2020-04-30 11:11:19,25.23,C1079,United Kingdom,50.46
INV105818,PHONEC148,Phone Charger,3,2020-06-29 03:38:02,27.5,C1903,Germany,82.5
INV105819,BOOK662,Technical Book,1,2022-01-08 22:21:06,31.01,C2818,Spain,31.01
INV105820,USB516,Usb Flash Drive,2,2021-10-16 16:37:29,22.23,C2572,Belgium,44.46
INV105821,BOOK433,Technical Book,1,2021-05-01 11:07:12,10.13,C2449,Netherlands,10.13
INV105822,NOTE711,Notebook A4,4,2023-02-17 06:41:26,18.99,C1621,United Kingdom,75.96
INV105823,BOOK373,Technical Book,5,2023-06-11 21:46:14,10.27,C1289,Germany,51.349999999999994
INV105824,BOOK732,Technical Book,3,2021-09-20 02:59:12,36.85,C1112,Canada,110.55000000000001
INV105825,NOTE207,Notebook A4,1,2020-02-16 15:16:05,25.71,C2645,USA,25.71
INV105826,BOOK806,Technical Book,2,2023-08-05 13:51:17,24.16,C2532,Belgium,48.32
INV105827,PEN751,"Pen, Blue Ink",1,2023-12-09 19:10:01,12.64,C1035,USA,12.64
INV105828,TSHIRT514,Company T-Shirt,2,2020-10-01 04:29:47,51.09,C2360,Canada,102.18
INV105829,PHONEC803,Phone Charger,2,2020-09-14 05:31:55,27.37,C1854,United Kingdom,54.74
INV105830,HEADPH511,Headphones,4,2021-12-29 23:13:48,10.41,C2660,Spain,41.64
INV105831,BOOK897,Technical Book,1,2023-06-20 20:41:51,18.43,C2601,United Kingdom,18.43
INV105832,PEN746,"Pen, Blue Ink",1,2022-12-19 07:02:49,16.27,C1299,United Kingdom,16.27
INV105833,NOTE453,Notebook A4,2,2020-01-08 00:24:17,6.91,C2173,United Kingdom,13.82
INV105834,USB878,Usb Flash Drive,2,2022-10-05 04:42:54,17.97,C1284,Germany,35.94
INV105835,HEADPH261,Headphones,4,2020-04-10 07:19:36,57.33,C2284,United Kingdom,229.32
INV105836,HEADPH447,Headphones,2,2021-07-01 20:20:50,16.36,C1095,France,32.72
INV105837,MUG669,Coffee Mug,4,2021-06-04 06:58:03,22.23,C2505,United Kingdom,88.92
INV105838,MUG190,Coffee Mug,1,2023-06-03 12:43:49,32.55,C1250,United Kingdom,32.55
INV105839,PEN922,"Pen, Blue Ink",1,2021-11-09 18:37:52,10.1,C1381,Netherlands,10.1
INV105840,MUG509,Coffee Mug,5,2023-07-17 18:47:14,21.69,C2446,Netherlands,108.45
INV105841,PEN129,"Pen, Blue Ink",2,2021-08-12 20:06:46,5.28,C1778,Belgium,10.56
INV105842,MUG528,Coffee Mug,1,2021-06-20 00:27:56,7.35,C2915,Belgium,7.35
INV105843,TSHIRT561,Company T-Shirt,4,2022-09-04 09:35:36,9.68,C2735,Canada,38.72
INV105844,LAMP835,Desk Lamp,7,2021-11-29 01:31:00,3.97,C1817,United Kingdom,27.790000000000003
INV105845,NOTE846,Notebook A4,2,2023-07-23 18:18:06,16.34,C1526,United Kingdom,32.68
INV105846,BOOK309,Technical Book,4,2022-03-14 09:27:04,26.94,C1676,United Kingdom,107.76
INV105847,BOOK961,Technical Book,2,2021-11-05 22:49:42,41.76,C2844,Australia,83.52
INV105848,MUG672,Coffee Mug,4,2021-03-27 18:44:38,5.71,C2649,Netherlands,22.84
INV105849,PHONEC455,Phone Charger,2,2022-06-25 13:52:07,23.24,C2041,USA,46.48
INV105850,LAMP175,Desk Lamp,5,2023-06-30 08:39:09,8.57,C2866,United Kingdom,42.85
INV105851,PEN231,"Pen, Blue Ink",4,2022-05-03 23:33:43,42.06,C2349,United Kingdom,168.24
INV105852,LAMP200,Desk Lamp,2,2020-02-17 03:12:38,32.96,C1282,United Kingdom,65.92
INV105853,BAG109,Reusable Bag,4,2023-02-12 13:54:54,12.12,C2777,United Kingdom,48.48
INV105854,LAMP181,Desk Lamp,2,2021-07-21 16:16:57,24.45,C1987,United Kingdom,48.9
INV105855,PEN117,"Pen, Blue Ink",3,2021-03-14 18:31:47,26.47,C2260,United Kingdom,79.41
INV105856,TSHIRT916,Company T-Shirt,3,2022-12-03 21:22:01,7.31,C1248,Australia,21.93
INV105857,BAG835,Reusable Bag,3,2023-02-21 06:08:04,25.73,C1660,United Kingdom,77.19
INV105858,NOTE365,Notebook A4,2,2023-04-21 04:26:35,8.96,C1630,Belgium,17.92
INV105859,PEN415,"Pen, Blue Ink",1,2022-01-10 08:29:46,40.69,C2153,Netherlands,40.69
INV105860,BAG195,Reusable Bag,2,2023-04-20 13:02:57,23.07,C2148,Canada,46.14
INV105861,HEADPH157,Headphones,1,2021-03-16 23:17:14,16.55,C1837,United Kingdom,16.55
INV105862,BAG847,Reusable Bag,2,2020-09-15 23:56:20,44.49,C1678,Australia,88.98
INV105863,PHONEC877,Phone Charger,1,2021-06-07 18:35:16,30.31,C1016,United Kingdom,30.31
INV105864,PHONEC489,Phone Charger,1,2022-04-27 12:04:40,42.74,C2668,United Kingdom,42.74
INV105865,LAMP892,Desk Lamp,1,2020-12-07 13:22:56,18.33,C1305,Australia,18.33
INV105866,PHONEC993,Phone Charger,2,2023-09-20 06:45:23,56.37,C2356,Canada,112.74
INV105867,MUG878,Coffee Mug,1,2023-01-03 00:03:31,20.87,C2076,United Kingdom,20.87
INV105868,BAG482,Reusable Bag,1,2020-11-11 08:56:14,13.06,C2079,Australia,13.06
INV105869,PHONEC537,Phone Charger,2,2022-11-19 12:28:57,17.73,C1894,Netherlands,35.46
INV105870,BOOK754,Technical Book,1,2022-09-20 14:54:34,15.06,C1610,United Kingdom,15.06
INV105871,LAMP431,Desk Lamp,3,2022-03-28 10:08:29,8.72,C1037,United Kingdom,26.160000000000004
INV105872,HEADPH688,Headphones,1,2021-07-04 10:13:15,17.6,C1448,United Kingdom,17.6
INV105873,HEADPH181,Headphones,1,2021-11-16 05:20:09,4.85,C2177,United Kingdom,4.85
INV105874,BAG430,Reusable Bag,1,2020-06-15 17:23:16,11.8,C2302,United Kingdom,11.8
INV105875,USB262,Usb Flash Drive,2,2023-05-13 22:52:59,13.87,C2400,United Kingdom,27.74
INV105876,LAMP650,Desk Lamp,2,2022-09-27 09:59:44,26.05,C2433,Netherlands,52.1
INV105877,TSHIRT822,Company T-Shirt,2,2020-06-27 02:20:37,13.25,C2977,United Kingdom,26.5
INV105878,PHONEC538,Phone Charger,3,2022-03-01 05:41:51,31.07,C2988,United Kingdom,93.21000000000001
INV105879,NOTE908,Notebook A4,1,2023-08-28 04:17:22,5.23,C2557,United Kingdom,5.23
INV105880,BOOK329,Technical Book,1,2021-06-10 12:11:02,8.13,C2009,France,8.13
INV105881,USB885,Usb Flash Drive,1,2021-10-13 02:37:09,6.12,C1832,United Kingdom,6.12
INV105882,BOOK726,Technical Book,3,2021-09-28 04:03:46,23.69,C2313,USA,71.07000000000001
INV105883,LAMP839,Desk Lamp,-1,2022-05-24 08:39:00,9.53,C2084,Australia,-9.53
INV105884,PEN459,"Pen, Blue Ink",4,2023-03-04 07:31:12,37.06,C2656,Germany,148.24
INV105885,MUG505,Coffee Mug,2,2020-05-04 04:00:51,36.58,C2675,United Kingdom,73.16
INV105886,PEN689,"Pen, Blue Ink",1,2020-06-24 11:54:57,27.47,C2714,United Kingdom,27.47
INV105887,MUG248,Coffee Mug,8,2020-12-19 10:13:22,23.0,C2309,USA,184.0
INV105888,PHONEC890,Phone Charger,1,2021-03-16 11:06:57,2.13,C1575,Australia,2.13
INV105889,HEADPH666,Headphones,2,2022-02-20 14:56:07,37.44,C1342,United Kingdom,74.88
INV105890,PHONEC770,Phone Charger,3,2021-06-04 15:52:13,41.3,C2287,United Kingdom,123.89999999999999
INV105891,NOTE134,Notebook A4,2,2023-07-21 18:25:42,21.0,C2955,Australia,42.0
INV105892,BAG666,Reusable Bag,-3,2021-02-06 10:55:23,27.64,C2625,Netherlands,-82.92
INV105893,USB865,Usb Flash Drive,1,2021-03-24 15:58:12,10.46,C2717,Netherlands,10.46
INV105894,PHONEC864,Phone Charger,3,2022-03-28 14:34:20,33.39,C2627,Germany,100.17
INV105895,USB379,Usb Flash Drive,3,2021-10-30 09:30:37,20.62,C2901,United Kingdom,61.86
INV105896,USB257,Usb Flash Drive,2,2021-05-16 21:19:38,48.24,C1032,United Kingdom,96.48
INV105897,LAMP976,Desk Lamp,1,2022-06-14 17:38:31,26.5,C1083,United Kingdom,26.5
INV105898,BOOK607,Technical Book,2,2023-07-20 05:00:59,23.55,C2531,Spain,47.1
INV105899,USB813,Usb Flash Drive,1,2021-02-26 14:23:04,13.3,C2288,United Kingdom,13.3
INV105900,LAMP209,Desk Lamp,1,2023-03-20 02:17:33,24.2,C1612,Spain,24.2
INV105901,PHONEC555,Phone Charger,3,2021-12-15 14:52:58,47.3,C1313,Australia,141.89999999999998
INV105902,MUG855,Coffee Mug,1,2022-10-23 13:16:06,14.54,C2895,Belgium,14.54
INV105903,USB958,Usb Flash Drive,1,2021-10-19 23:37:46,19.68,C1175,United Kingdom,19.68
INV105904,BAG564,Reusable Bag,2,2020-02-10 18:05:59,28.13,C2140,USA,56.26
INV105905,PHONEC262,Phone Charger,1,2020-10-11 03:15:10,36.11,C1655,United Kingdom,36.11
INV105906,TSHIRT479,Company T-Shirt,1,2021-03-21 22:06:45,35.5,C1853,Canada,35.5
INV105907,PHONEC866,Phone Charger,1,2021-06-30 10:30:23,43.59,C2313,USA,43.59
INV105908,PHONEC951,Phone Charger,4,2023-06-02 00:48:52,17.88,C1913,United Kingdom,71.52
INV105909,NOTE813,Notebook A4,2,2023-09-26 20:28:58,20.27,C1703,United Kingdom,40.54
INV105910,LAMP567,Desk Lamp,3,2022-10-30 02:21:16,33.68,C1204,Spain,101.03999999999999
INV105911,NOTE793,Notebook A4,2,2020-11-09 20:50:50,20.96,C1758,Canada,41.92
INV105912,NOTE899,Notebook A4,2,2021-09-20 21:59:29,28.65,C1612,Spain,57.3
INV105913,NOTE734,Notebook A4,1,2022-05-29 10:02:02,56.86,C1421,USA,56.86
INV105914,BAG444,Reusable Bag,4,2022-11-25 23:27:02,10.25,C2064,United Kingdom,41.0
INV105915,TSHIRT544,Company T-Shirt,2,2022-06-20 16:11:59,27.75,C1974,United Kingdom,55.5
INV105916,USB592,Usb Flash Drive,3,2023-04-07 01:20:10,35.77,C2597,United Kingdom,107.31
INV105917,TSHIRT764,Company T-Shirt,1,2023-06-08 09:35:14,1.06,C1667,United Kingdom,1.06
INV105918,TSHIRT649,Company T-Shirt,1,2021-03-31 15:43:31,34.92,C1430,United Kingdom,34.92
INV105919,NOTE919,Notebook A4,6,2021-11-19 14:56:48,14.37,C2008,United Kingdom,86.22
INV105920,MUG372,Coffee Mug,3,2020-01-06 21:11:58,16.12,C2947,United Kingdom,48.36
INV105921,PEN810,"Pen, Blue Ink",2,2022-09-24 14:44:33,10.46,C2758,United Kingdom,20.92
INV105922,NOTE468,Notebook A4,3,2021-12-09 07:39:51,14.94,C2771,USA,44.82
INV105923,NOTE212,Notebook A4,1,2020-04-14 01:44:17,33.15,C1955,United Kingdom,33.15
INV105924,TSHIRT979,Company T-Shirt,3,2022-08-04 16:33:38,25.79,C1682,United Kingdom,77.37
INV105925,LAMP779,Desk Lamp,4,2021-06-22 08:45:08,9.45,C1589,United Kingdom,37.8
INV105926,TSHIRT595,Company T-Shirt,1,2023-11-22 19:32:07,11.12,C2831,Spain,11.12
INV105927,USB444,Usb Flash Drive,2,2022-08-17 18:13:19,45.55,C1721,United Kingdom,91.1
INV105928,BAG763,Reusable Bag,1,2021-12-02 09:50:37,19.42,C1212,Spain,19.42
INV105929,HEADPH502,Headphones,4,2021-09-24 03:28:02,16.62,C2298,Spain,66.48
INV105930,USB734,Usb Flash Drive,4,2022-08-15 07:47:28,11.99,C2793,Netherlands,47.96
INV105931,BAG475,Reusable Bag,2,2020-10-23 19:31:47,15.28,C1310,United Kingdom,30.56
INV105932,PHONEC904,Phone Charger,3,2020-02-06 21:11:33,16.22,C1715,Canada,48.66
INV105933,HEADPH952,Headphones,1,2023-05-09 10:58:26,31.91,C1704,United Kingdom,31.91
INV105934,PHONEC518,Phone Charger,2,2020-07-19 23:47:51,40.79,C2900,Germany,81.58
INV105935,PHONEC755,Phone Charger,1,2021-06-21 22:52:02,23.33,C1318,United Kingdom,23.33
INV105936,BOOK318,Technical Book,2,2020-12-09 08:40:39,5.91,C1396,Canada,11.82
INV105937,TSHIRT407,Company T-Shirt,1,2022-06-28 00:04:06,15.19,C2341,France,15.19
INV105938,TSHIRT555,Company T-Shirt,3,2022-03-31 21:35:12,7.33,C1208,United Kingdom,21.990000000000002
INV105939,TSHIRT600,Company T-Shirt,4,2022-10-06 21:28:35,26.42,C1196,Belgium,105.68
INV105940,BAG669,Reusable Bag,1,2021-08-18 04:31:56,19.03,C2651,United Kingdom,19.03
INV105941,LAMP630,Desk Lamp,1,2021-11-27 01:31:10,27.4,C1654,United Kingdom,27.4
INV105942,TSHIRT137,Company T-Shirt,2,2022-02-02 14:39:06,47.69,C2022,Canada,95.38
INV105943,BAG203,Reusable Bag,3,2023-05-31 14:08:15,16.46,C1052,Australia,49.38
INV105944,USB774,Usb Flash Drive,1,2023-06-15 01:08:14,49.35,C1942,Spain,49.35
INV105945,NOTE492,Notebook A4,2,2022-06-16 01:17:02,49.55,C2552,USA,99.1
INV105946,TSHIRT600,Company T-Shirt,1,2023-03-22 01:13:03,12.7,C2619,Belgium,12.7
INV105947,LAMP420,Desk Lamp,3,2020-12-30 19:15:37,25.51,C2435,United Kingdom,76.53
INV105948,BOOK212,Technical Book,1,2023-12-12 05:40:59,29.32,C1200,Spain,29.32
INV105949,LAMP889,Desk Lamp,2,2021-04-29 20:00:47,1.24,C1747,Germany,2.48
INV105950,BOOK793,Technical Book,3,2022-06-30 14:37:45,12.9,C2198,Belgium,38.7
INV105951,BOOK476,Technical Book,1,2022-09-23 08:44:37,21.41,C1405,Canada,21.41
INV105952,USB708,Usb Flash Drive,3,2023-12-11 19:11:39,15.29,C2629,France,45.87
INV105953,PEN236,"Pen, Blue Ink",3,2022-07-19 04:39:48,21.39,C2001,Germany,64.17
INV105954,TSHIRT336,Company T-Shirt,3,2020-06-23 07:46:41,35.79,C1439,United Kingdom,107.37
INV105955,NOTE107,Notebook A4,2,2021-02-01 22:17:08,2.19,C2679,Netherlands,4.38
INV105956,PEN977,"Pen, Blue Ink",3,2023-05-21 17:02:34,29.04,C1388,USA,87.12
INV105957,TSHIRT542,Company T-Shirt,1,2023-06-12 08:15:15,24.9,C2008,United Kingdom,24.9
INV105958,BAG829,Reusable Bag,2,2021-10-04 17:28:06,46.4,C2377,France,92.8
INV105959,BOOK811,Technical Book,3,2022-06-23 02:16:39,29.25,C2162,United Kingdom,87.75
INV105960,PEN780,"Pen, Blue Ink",1,2021-02-05 00:24:02,16.01,C2972,United Kingdom,16.01
INV105961,BAG547,Reusable Bag,2,2022-01-15 22:53:49,19.48,C1934,United Kingdom,38.96
INV105962,MUG625,Coffee Mug,1,2022-03-09 00:55:01,29.37,C2148,Canada,29.37
INV105963,USB342,Usb Flash Drive,1,2021-01-06 15:06:45,6.57,C2740,USA,6.57
INV105964,LAMP244,Desk Lamp,1,2021-06-25 02:29:13,10.51,C1964,United Kingdom,10.51
INV105965,PHONEC697,Phone Charger,1,2022-03-10 15:37:31,14.44,C2769,United Kingdom,14.44
INV105966,MUG300,Coffee Mug,4,2023-10-08 04:40:32,30.8,C2659,United Kingdom,123.2
INV105967,NOTE773,Notebook A4,2,2021-06-24 22:48:52,13.36,C1340,France,26.72
INV105968,MUG210,Coffee Mug,2,2022-02-12 03:00:27,11.0,C2775,United Kingdom,22.0
INV105969,PHONEC963,Phone Charger,1,2023-03-08 05:20:34,2.53,C2617,Netherlands,2.53
INV105970,TSHIRT562,Company T-Shirt,3,2022-03-18 11:35:42,47.33,C2267,France,141.99
INV105971,TSHIRT816,Company T-Shirt,1,2022-02-12 13:33:18,13.46,C2288,United Kingdom,13.46
INV105972,USB178,Usb Flash Drive,1,2021-07-27 10:25:40,3.28,C1767,Canada,3.28
INV105973,PHONEC187,Phone Charger,3,2023-09-25 12:28:26,13.49,C1199,USA,40.47
INV105974,HEADPH118,Headphones,1,2021-01-19 18:36:45,31.27,C2886,United Kingdom,31.27
INV105975,PEN945,"Pen, Blue Ink",1,2021-02-26 20:07:12,2.1,C1295,France,2.1
INV105976,NOTE321,Notebook A4,1,2023-11-14 21:35:40,30.34,C2105,United Kingdom,30.34
INV105977,BOOK899,Technical Book,4,2022-11-16 10:57:20,5.73,C2948,United Kingdom,22.92
INV105978,TSHIRT366,Company T-Shirt,1,2022-10-14 02:55:21,3.29,C2594,Belgium,3.29
INV105979,MUG367,Coffee Mug,1,2020-02-27 02:42:44,8.57,C1275,France,8.57
INV105980,BAG373,Reusable Bag,3,2021-05-12 11:47:00,5.42,C1499,Australia,16.259999999999998
INV105981,NOTE553,Notebook A4,1,2020-08-15 06:43:13,36.38,C2841,United Kingdom,36.38
INV105982,BOOK101,Technical Book,3,2020-01-24 07:07:17,9.88,C1424,United Kingdom,29.64
INV105983,BOOK594,Technical Book,2,2021-08-19 17:03:55,15.39,C2799,United Kingdom,30.78
INV105984,PEN545,"Pen, Blue Ink",4,2022-05-13 17:35:29,19.22,C2173,United Kingdom,76.88
INV105985,BAG247,Reusable Bag,1,2022-08-10 13:44:02,48.08,C2113,Germany,48.08
INV105986,PEN769,"Pen, Blue Ink",1,2022-09-16 15:19:50,40.49,C1764,United Kingdom,40.49
INV105987,NOTE289,Notebook A4,1,2023-07-27 15:08:50,42.17,C2716,United Kingdom,42.17
INV105988,MUG658,Coffee Mug,1,2020-03-26 10:15:54,55.56,C2021,United Kingdom,55.56
INV105989,BOOK772,Technical Book,1,2023-02-22 01:47:45,29.09,C2057,United Kingdom,29.09
INV105990,BOOK145,Technical Book,1,2023-03-22 08:05:46,11.64,C2026,Canada,11.64
INV105991,MUG770,Coffee Mug,1,2022-03-03 10:49:37,8.67,C2693,United Kingdom,8.67
INV105992,TSHIRT578,Company T-Shirt,3,2023-06-13 15:38:02,5.14,C1820,USA,15.419999999999998
INV105993,LAMP137,Desk Lamp,4,2020-06-19 14:36:36,18.63,C2205,USA,74.52
INV105994,BAG496,Reusable Bag,1,2023-06-01 00:44:38,24.04,C2855,United Kingdom,24.04
INV105995,LAMP836,Desk Lamp,1,2020-03-08 20:33:17,23.77,C1512,Australia,23.77
INV105996,PEN233,"Pen, Blue Ink",1,2021-04-14 10:51:47,54.59,C1996,Canada,54.59
INV105997,NOTE561,Notebook A4,2,2023-12-15 21:42:22,18.99,C2355,Canada,37.98
INV105998,PHONEC672,Phone Charger,3,2020-05-21 13:36:29,25.17,C1252,Canada,75.51
INV105999,BOOK693,Technical Book,3,2023-01-20 05:10:38,56.17,C1384,Belgium,168.51
